@relation openSMILE_features

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute class numeric

@data

'temp.csv',2.911270e+01,1.957523e-01,2.556550e+01,2.775680e+01,3.190120e+01,6.335707e+00,2.538213e+02,5.025912e+02,7.153438e+01,8.375896e+01,2.839589e-01,1.466660e+00,1.463178e-02,5.790565e-02,4.918557e-01,4.772239e-01,6.392714e+00,4.471068e+00,4.350263e+00,3.407502e+00,1.392513e-01,1.787786e+00,2.684968e+01,6.714627e-01,1.407169e+01,9.389672e-01,9.563805e+00,1.515629e+00,-4.388202e+00,-3.103906e+00,2.293894e-02,2.041083e+00,1.125696e+00,9.540501e-01,7.458940e+00,4.070192e-01,1.568228e+00,6.528186e+00,3.608386e+01,3.790590e-01,6.573005e+02,2.789955e-01,1.390018e+03,1.481676e-01,-1.282722e+02,-7.056487e-01,1.785091e+03,1.451383e-01,1.169045e+03,2.844939e-01,-1.344538e+02,-6.013988e-01,2.902100e+03,8.993028e-02,1.117203e+03,2.674828e-01,-1.378757e+02,-5.559583e-01,-2.488705e+01,-3.559382e-01,3.647313e+01,2.962123e-01,3.933053e-02,7.782062e-01,-3.420364e-02,-6.063758e-01,3.126589e-01,9.845871e-01,4.287537e+01,2.836326e-01,1.815126e+01,8.595271e-01,9.498242e+00,1.924376e+00,-9.326034e+00,-1.550256e+00,-1.134121e+01,1.875636e+01,2.742501e-02,8.892552e-03,2.664070e-02,1.335708e+00,1.260183e+00,3.032323e-01,2.865039e-01,4.787629e-01,8.281394e-01,-2.234324e+01,?
'temp.csv',3.383198e+01,1.567184e-01,3.228205e+01,3.384438e+01,3.635619e+01,4.074139e+00,9.988873e+01,1.172686e+02,1.439259e+02,2.180033e+02,2.415468e-01,1.362138e+00,1.280380e-02,3.595929e-02,4.958767e-01,4.830729e-01,5.008709e+00,3.673042e+00,3.919245e+00,2.925097e+00,1.340767e-01,1.720302e+00,2.965631e+01,6.240844e-01,1.558102e+01,9.022377e-01,-8.992071e-01,-1.613206e+01,6.862646e-01,2.453978e+01,2.983017e-02,1.922100e+00,1.146106e+00,8.527703e-01,8.570378e+00,4.467716e-01,5.996046e+00,1.925104e+00,4.850739e+01,2.620406e-01,7.221931e+02,2.353638e-01,1.378315e+03,1.634609e-01,-1.272533e+02,-7.181709e-01,1.842230e+03,1.204099e-01,1.166276e+03,2.344031e-01,-1.349267e+02,-5.864392e-01,3.016749e+03,6.681781e-02,1.071591e+03,2.623486e-01,-1.399371e+02,-5.200233e-01,-2.855900e+01,-3.421383e-01,4.346484e+01,2.336861e-01,6.057317e-02,3.978933e-01,-3.670830e-02,-5.639209e-01,2.940762e-01,9.400182e-01,4.598364e+01,2.363122e-01,2.050992e+01,8.302323e-01,-2.455586e+00,-7.768804e+00,-1.131848e+01,-1.476152e+00,-1.242581e+01,2.361952e+01,2.931706e-02,1.900000e-02,2.645716e-02,1.705810e+00,1.287129e+00,3.036538e-01,3.409603e-01,4.528846e-01,6.794661e-01,-2.437470e+01,?
'temp.csv',3.574208e+01,1.750923e-01,3.208878e+01,3.354744e+01,3.976453e+01,7.675747e+00,2.054790e+02,1.951369e+02,1.865578e+02,3.251714e+02,1.766255e-01,1.691874e+00,2.047757e-02,2.915242e-02,3.024649e-01,2.819873e-01,6.191871e+00,5.864270e+00,4.150817e+00,3.674027e+00,6.025181e-02,2.268160e+00,1.463815e+01,1.050329e+00,-1.536115e+00,-9.562222e+00,1.711591e+00,8.759891e+00,-6.831307e+00,-2.439968e+00,2.926325e-02,1.789668e+00,1.410787e+00,6.838368e-01,7.085744e+00,6.132710e-01,1.801179e+00,7.870462e+00,1.767728e+01,9.176662e-01,7.250674e+02,3.001645e-01,1.316473e+03,1.870472e-01,-1.492006e+02,-5.582704e-01,1.768196e+03,1.310061e-01,1.016104e+03,3.363017e-01,-1.467823e+02,-5.494641e-01,2.819013e+03,9.464490e-02,9.366777e+02,3.716147e-01,-1.480877e+02,-5.302207e-01,-1.442678e+01,-7.238951e-01,2.380336e+01,5.332226e-01,6.008314e-02,5.234175e-01,-2.097908e-02,-9.968741e-01,1.673758e-01,1.163803e+00,2.748192e+01,6.138548e-01,1.316007e+00,1.422135e+01,3.013244e+00,6.778477e+00,-1.438479e+01,-1.508067e+00,-3.159926e+00,1.007389e+01,4.737476e-02,1.946137e-02,1.451512e-02,1.130715e+00,1.550614e+00,1.830189e-01,1.620767e-01,4.609868e-01,1.013105e+00,-3.109131e+01,?
'temp.csv',3.731511e+01,1.871160e-01,3.248863e+01,3.574937e+01,4.050621e+01,8.017574e+00,2.691477e+02,3.752874e+02,1.808632e+02,2.991474e+02,1.220435e-01,1.997232e+00,8.531462e-03,1.433288e-02,1.889172e-01,1.803858e-01,6.277932e+00,5.825171e+00,4.150843e+00,4.308988e+00,6.167294e-02,2.863603e+00,1.690255e+01,9.196408e-01,1.787806e+01,7.126821e-01,1.065063e+01,1.324877e+00,-3.872821e+00,-4.282602e+00,2.595023e-02,1.101550e+00,1.470534e+00,6.068262e-01,7.181071e+00,5.924381e-01,8.195391e+00,1.793115e+00,2.642273e+01,8.091483e-01,7.546518e+02,2.769284e-01,1.311784e+03,2.031462e-01,-1.670117e+02,-4.177918e-01,1.839021e+03,1.350799e-01,1.049429e+03,3.830942e-01,-1.650891e+02,-4.097724e-01,2.940532e+03,8.229765e-02,9.485146e+02,3.632147e-01,-1.657798e+02,-3.982010e-01,-1.676521e+01,-8.962172e-01,2.756185e+01,6.509153e-01,5.818147e-02,5.468656e-01,-1.916479e-02,-1.113503e+00,2.318704e-01,1.278741e+00,2.889267e+01,7.310258e-01,1.420513e+01,1.268785e+00,9.847833e+00,2.075378e+00,-1.839990e+01,-1.059952e+00,-1.212316e+01,1.951817e+01,2.287039e-02,1.445178e-02,1.617386e-02,7.863031e-01,1.230574e+00,1.619588e-01,1.720893e-01,6.640761e-01,1.653082e+00,-3.018415e+01,?
'temp.csv',3.537638e+01,1.736283e-01,3.188103e+01,3.444540e+01,3.738562e+01,5.504589e+00,2.294150e+02,4.629068e+02,1.038372e+02,1.182845e+02,2.871754e-01,1.255890e+00,1.781230e-02,1.277077e-01,5.445074e-01,5.266951e-01,7.189450e+00,5.033296e+00,4.574749e+00,3.045154e+00,1.003582e-01,1.570485e+00,1.736052e+01,1.069773e+00,3.790955e+00,4.272281e+00,1.072444e+01,1.717951e+00,-1.239725e+01,-1.541829e+00,2.031601e-02,1.733306e+00,1.295540e+00,7.143837e-01,7.366138e+00,5.585219e-01,5.162129e-01,2.569741e+01,1.510870e+01,1.096989e+00,6.778779e+02,2.912797e-01,1.259684e+03,1.990757e-01,-1.182205e+02,-7.972249e-01,1.798178e+03,1.258822e-01,9.074398e+02,4.322543e-01,-1.183097e+02,-7.428128e-01,2.792856e+03,9.464296e-02,9.741325e+02,3.488108e-01,-1.180826e+02,-7.447580e-01,-1.234637e+01,-9.216855e-01,1.849885e+01,7.509938e-01,6.084891e-02,5.183873e-01,-3.236415e-02,-6.717569e-01,1.878607e-01,9.699655e-01,2.799780e+01,6.306030e-01,1.747849e-01,1.075705e+02,1.477535e+01,1.507664e+00,-2.228796e+01,-9.153578e-01,-4.821896e+00,1.186117e+01,4.441345e-02,1.480674e-02,2.712136e-02,1.869019e+00,1.855454e+00,2.363710e-01,2.234421e-01,3.085841e-01,5.620567e-01,-2.863143e+01,?
'temp.csv',3.757720e+01,1.777470e-01,3.245650e+01,3.720628e+01,4.150795e+01,9.051449e+00,2.222040e+02,3.242565e+02,2.740821e+02,5.539406e+02,2.817780e-01,1.305608e+00,2.176893e-02,9.613898e-02,5.342811e-01,5.125122e-01,6.505789e+00,4.710552e+00,4.753272e+00,3.498749e+00,1.134851e-01,1.578523e+00,2.298977e+01,7.603319e-01,-2.005174e+00,-8.688148e+00,-1.480813e+01,-1.258912e+00,-3.414243e+00,-5.288850e+00,3.838946e-02,1.560269e+00,1.522759e+00,7.001016e-01,6.346863e+00,7.737051e-01,2.491532e+00,6.375886e+00,2.686389e+01,6.830728e-01,8.014831e+02,2.724390e-01,1.359891e+03,1.719097e-01,-1.344791e+02,-6.785569e-01,1.798228e+03,1.259983e-01,1.118502e+03,2.837236e-01,-1.306441e+02,-6.743484e-01,2.871221e+03,1.035526e-01,1.078306e+03,2.990538e-01,-1.353227e+02,-6.049079e-01,-1.125663e+01,-9.685061e-01,2.574938e+01,5.220150e-01,8.533631e-02,2.502275e-01,-2.375447e-02,-8.707792e-01,2.404520e-01,8.609465e-01,3.341712e+01,4.357045e-01,-8.793187e+00,-2.300319e+00,-2.022483e+01,-1.118136e+00,-1.147627e+01,-1.681815e+00,-5.842426e+00,1.521743e+01,6.753720e-02,9.011962e-03,3.732346e-02,1.766721e+00,1.967864e+00,1.809174e-01,1.582098e-01,3.358586e-01,8.464592e-01,-2.826169e+01,?
'temp.csv',2.639186e+01,2.856079e-01,2.214796e+01,2.424126e+01,2.750394e+01,5.355980e+00,3.968952e+02,8.200269e+02,1.625112e+02,2.833013e+02,1.455632e-01,1.705626e+00,1.201538e-02,1.540295e-02,2.816069e-01,2.695915e-01,4.582213e+00,3.143291e+00,3.089485e+00,2.092684e+00,6.549366e-02,1.968441e+00,2.155994e+01,8.747098e-01,1.482554e+00,9.148367e+00,-1.325036e-02,-1.095969e+03,1.802501e+00,7.063983e+00,2.416993e-02,2.258893e+00,1.380672e+00,8.635709e-01,5.193933e+00,5.682689e-01,7.192337e+00,1.357341e+00,3.945146e+01,4.593274e-01,6.280057e+02,3.370847e-01,1.348203e+03,2.003275e-01,-1.513314e+02,-5.460465e-01,1.695876e+03,1.575507e-01,1.124062e+03,2.647186e-01,-1.534017e+02,-5.001038e-01,2.842646e+03,9.694221e-02,1.093908e+03,2.766661e-01,-1.566858e+02,-4.545625e-01,-2.072567e+01,-6.343147e-01,3.561717e+01,3.844581e-01,1.767954e-02,1.748621e+00,-1.839323e-02,-1.222367e+00,2.155278e-01,7.601252e-01,4.304324e+01,4.211951e-01,1.255683e+01,1.215333e+00,7.371011e+00,2.529420e+00,1.727583e+00,9.909052e+00,-5.055735e+00,1.510903e+01,3.167554e-02,2.368446e-02,1.037406e-02,1.090320e+00,1.164848e+00,2.207595e-01,1.807213e-01,6.164557e-01,1.558314e+00,-2.868904e+01,?
'temp.csv',2.974983e+01,2.140544e-01,2.653922e+01,3.013607e+01,3.325737e+01,6.718145e+00,2.474409e+02,4.062155e+02,1.540649e+02,5.197982e+02,2.237097e-01,1.351962e+00,1.101950e-02,5.654540e-02,4.313673e-01,4.203478e-01,4.972910e+00,3.645872e+00,3.585991e+00,2.867549e+00,1.319392e-01,1.682613e+00,2.861627e+01,7.146013e-01,2.071667e+01,5.872143e-01,8.277754e+00,1.600337e+00,2.603681e-01,5.566356e+01,4.349300e-02,1.985002e+00,1.284036e+00,8.477184e-01,7.291741e+00,5.241876e-01,6.314666e+00,1.370851e+00,4.814099e+01,2.844787e-01,7.257088e+02,2.364860e-01,1.402238e+03,1.554688e-01,-1.363218e+02,-6.283793e-01,1.898050e+03,1.128216e-01,1.206706e+03,2.320956e-01,-1.436870e+02,-5.168409e-01,3.025663e+03,7.147421e-02,1.150983e+03,2.268542e-01,-1.467212e+02,-4.784211e-01,-3.105095e+01,-2.853661e-01,4.414464e+01,2.418490e-01,3.914406e-02,7.275251e-01,-3.902884e-02,-4.904802e-01,2.951552e-01,8.512293e-01,4.692422e+01,2.545145e-01,2.590575e+01,4.820157e-01,1.040086e+01,1.439961e+00,-6.240089e+00,-2.390738e+00,-1.520954e+01,2.398305e+01,2.094282e-02,8.279411e-03,3.847043e-02,1.523154e+00,1.352016e+00,2.603636e-01,2.850994e-01,4.672222e-01,1.317592e+00,-2.476655e+01,?
'temp.csv',3.377708e+01,1.683528e-01,3.099817e+01,3.374062e+01,3.760329e+01,6.605125e+00,1.471854e+02,1.333821e+02,1.543411e+02,2.327027e+02,1.382061e-01,1.747345e+00,9.799477e-03,1.200386e-02,2.526215e-01,2.428220e-01,4.256587e+00,4.340754e+00,2.983170e+00,2.625230e+00,6.858516e-02,2.496725e+00,2.406369e+01,6.267452e-01,9.291969e+00,1.136162e+00,-2.852120e+00,-4.517028e+00,-4.307710e+00,-3.021262e+00,3.394708e-02,1.501001e+00,1.421023e+00,7.586591e-01,7.095011e+00,5.799893e-01,5.690318e+00,2.330188e+00,3.716113e+01,3.899498e-01,6.925117e+02,2.910958e-01,1.402273e+03,1.606990e-01,-1.510215e+02,-5.490368e-01,1.757961e+03,1.485024e-01,1.109593e+03,2.410367e-01,-1.516540e+02,-5.110044e-01,2.931251e+03,8.682309e-02,1.053412e+03,2.844269e-01,-1.551048e+02,-4.619650e-01,-2.080877e+01,-4.457297e-01,3.679038e+01,2.865943e-01,6.915032e-02,3.772733e-01,-3.201799e-02,-6.972523e-01,2.070590e-01,1.127215e+00,4.027211e+01,3.356213e-01,1.195286e+01,1.238575e+00,-5.573820e+00,-3.525238e+00,-1.383628e+01,-1.191396e+00,-1.031486e+01,1.977296e+01,4.739723e-02,1.511900e-02,1.443248e-02,9.565746e-01,1.139645e+00,2.376000e-01,1.971520e-01,7.243750e-01,1.925828e+00,-2.989243e+01,?
'temp.csv',3.608042e+01,2.832491e-01,2.787120e+01,3.165473e+01,4.420517e+01,1.633397e+01,3.216113e+02,3.592538e+02,3.085750e+02,4.769057e+02,1.603364e-01,1.805209e+00,2.106543e-02,2.964688e-02,2.504795e-01,2.294141e-01,4.258493e+00,4.193256e+00,2.874099e+00,3.196875e+00,5.226961e-02,2.632036e+00,1.111811e+01,1.418826e+00,-9.830623e-01,-1.226428e+01,-1.122704e+00,-1.439696e+01,-1.000728e+01,-1.471589e+00,4.782116e-02,1.452424e+00,1.571223e+00,6.028037e-01,5.003778e+00,9.879920e-01,1.428028e+00,1.094944e+01,1.532982e+01,1.274832e+00,7.358380e+02,3.491709e-01,1.242066e+03,2.654821e-01,-1.594414e+02,-4.988783e-01,1.782374e+03,1.568017e-01,1.011945e+03,3.251415e-01,-1.528199e+02,-5.308043e-01,2.861754e+03,1.113293e-01,9.974403e+02,3.570663e-01,-1.537840e+02,-5.137092e-01,-9.289980e+00,-1.491645e+00,2.122068e+01,7.096249e-01,6.962721e-02,5.004714e-01,-1.356034e-02,-1.705072e+00,1.651176e-01,1.318608e+00,2.131016e+01,9.333150e-01,-2.367611e+00,-7.365949e+00,-2.791771e+00,-8.654696e+00,-1.331378e+01,-1.581710e+00,-3.261168e+00,1.016528e+01,4.815048e-02,1.264416e-02,1.421675e-02,8.950215e-01,1.427239e+00,1.673203e-01,1.555929e-01,5.295270e-01,7.885271e-01,-3.153632e+01,?
'temp.csv',2.926762e+01,2.219303e-01,2.499877e+01,2.719244e+01,3.190475e+01,6.905973e+00,2.070161e+02,3.868328e+02,1.881325e+02,3.511536e+02,2.986114e-01,1.218007e+00,1.777018e-02,1.305174e-01,5.882214e-01,5.704512e-01,5.059081e+00,3.025293e+00,3.701781e+00,2.273279e+00,1.884179e-01,1.402743e+00,3.373517e+01,4.612522e-01,1.492180e+01,7.851594e-01,8.328609e+00,1.737757e+00,-9.287858e+00,-1.978010e+00,3.591200e-02,1.680536e+00,1.460843e+00,7.062422e-01,5.752758e+00,5.464270e-01,3.653496e+00,3.296081e+00,4.074378e+01,4.448725e-01,7.124683e+02,2.460395e-01,1.369190e+03,1.722162e-01,-1.155187e+02,-8.259488e-01,1.901139e+03,1.126031e-01,1.124392e+03,3.203770e-01,-1.238330e+02,-6.748965e-01,3.016132e+03,8.384556e-02,1.119231e+03,2.840372e-01,-1.270902e+02,-6.298476e-01,-2.868318e+01,-3.403453e-01,3.721335e+01,3.406677e-01,6.688724e-02,4.765555e-01,-5.018726e-02,-4.607197e-01,3.808940e-01,7.264746e-01,4.319478e+01,3.011852e-01,1.926003e+01,6.286365e-01,6.993113e+00,2.437139e+00,-1.777129e+01,-1.040011e+00,-1.603416e+01,2.348566e+01,3.646186e-02,-3.871293e-03,3.254370e-02,1.922268e+00,1.656838e+00,2.606780e-01,2.893351e-01,3.541121e-01,7.877389e-01,-2.195572e+01,?
